name,ticker,image,link,round,total_raised,pre_valuation,categories,date,ecosystem,investor_1,investor_2,investor_3,investor_4,investor_5,investor_6,investor_7
"ZTX","ZTX","https://icodrops.com/media/cache/64/ff/64ff7987240919610bc40c5c88cf22da.webp","https://icodrops.com/ztx/","Private Stage","$13 M","$143.1 K","Social","Upcoming","","Jump Crypto","Everest Ventures","Collab+Currency","More Details","Ethereum","",""
"Sender","","https://icodrops.com/media/cache/35/97/3597981ee695e326c9bedcc53a32e9c6.webp","https://icodrops.com/sender/","Private Stage","$4.5 M","$93.86 K","Artificial Intellig…","Upcoming","","YZi Labs (prev Binance Labs)","Pantera Capital","Amber Group","More Details","Near Protocol","",""
"Revolving Games","","https://icodrops.com/media/cache/2c/a5/2ca5e31bcae7c8be6f11c5e4ffd993a2.webp","https://icodrops.com/revolving-games/","Private Stage","$25.2 M","—","Gaming","Upcoming","","Pantera Capital","Dapper Labs","Animoca Brands","More Details","","",""
"Exchange Art","","https://icodrops.com/media/cache/bd/ab/bdabd754a7c05a8b6d341daecdda722f.webp","https://icodrops.com/exchange-art/","Private Stage","$3.2 M","$23.59 K","NFT","Upcoming","","Big Brain Holdings","Bonk","Cozomo de Medici","More Details","Solana","",""
"Mellow Protocol","","https://icodrops.com/media/cache/59/50/59505992fdaa44d76a9daf412b01a474.webp","https://icodrops.com/mellow-protocol/","Private Stage","$2.75 M","$70 M","Liquid Staking Prot…","Upcoming","","Arrington Capital","Lemniscap","ParaFi Capital","More Details","Symbiotic","Ethereum",""
"NexGami","","https://icodrops.com/media/cache/7f/2c/7f2c1949eef67dcce0225aea2e71afa6.webp","https://icodrops.com/nexgami/","Private Stage","$4.5 M","$880","Gaming","Upcoming","","Fundamental Labs","HTX Ventures (previously Huobi Ventures)","LBank Ventures","More Details","","",""
"Phaver","","https://icodrops.com/media/cache/26/65/26659507bf8a46abbdf02f22419ff2a4.webp","https://icodrops.com/phaver/","Private Stage","$7 M","$29.7 K","Social","Upcoming","","P2 Ventures","Alphanonce","dao5","More Details","","",""
"CreatorDAO","","https://icodrops.com/media/cache/63/94/63940263c64e594386ce16bf420e650f.webp","https://icodrops.com/creatordao/","Private Stage","$20 M","$37.58 K","DAO","Upcoming","","Andreessen Horowitz (a16z)","6MV (6th Man Ventures)","Alliance","More Details","","",""
"Fair.xyz","","https://icodrops.com/media/cache/17/01/1701c2be5ea0c5e0b2b85bf6b3f6e008.webp","https://icodrops.com/fair-xyz/","Private Stage","$4.5 M","—","Platform","Upcoming","","Eden Block","NFX","Firstminute Capital","More Details","Ethereum","",""
"Big Time","","https://icodrops.com/media/cache/d2/62/d262c1b61ff60954ef552d63f7c7e0f2.webp","https://icodrops.com/big-time/","Private Stage","$10.3 M","$36.21 M","Gaming","Upcoming","","Digital Currency Group (DCG)","OKX Ventures","Circle Ventures","More Details","","",""
"Quasar","QSR","https://icodrops.com/media/cache/81/31/813130c5bd3a57fdf1633f034c5c887f.webp","https://icodrops.com/quasar/","Private Stage","$11.5 M","$15.21 M","DeFi","Upcoming","","Blockchain Capital","Polychain Capital","Shima Capital","More Details","","",""
"Change","","https://icodrops.com/media/cache/ff/39/ff390c875b403ea9c5d3056a7e7b1a14.webp","https://icodrops.com/change/","Private Stage","$5.75 M","$274.85 K","Platform","Upcoming","","Freestyle Capital","Human Ventures","New Enterprise Associates","","","",""
"Contango","","https://icodrops.com/media/cache/8d/f7/8df761a4124097bb571f32963ef3a20f.webp","https://icodrops.com/contango/","Private Stage","$4 M","$3.3 M","Perpetual","Upcoming","","Amber Group","CMS Holdings","Coinbase Ventures","More Details","","",""
"Morpho","MORPHO","https://icodrops.com/media/cache/a0/13/a0136527c1d8e105cbdc632b8bc514b9.webp","https://icodrops.com/morpho/","Private Stage","$244.35 M","$2.5 B","Lending Platform","Upcoming","","Andreessen Horowitz (a16z)","Brevan Howard","Pantera Capital","More Details","","",""
"Gnosis Safe","","https://icodrops.com/media/cache/2d/04/2d04cf264f11ec04f66b0b2b8a42e471.webp","https://icodrops.com/gnosis-safe/","Private Stage","$100 M","$98.68 M","Wallet","Upcoming","","1kx","Blockchain Capital","Brevan Howard","More Details","Ethereum","",""
"Crescent","","https://icodrops.com/media/cache/fb/3a/fb3a94b86975cb345805bb778974647c.webp","https://icodrops.com/crescent/","Private Stage","$5 M","$57.77 K","DEX","Upcoming","","Nathan McCauley","","","","","",""
"Mona","","https://icodrops.com/media/cache/26/5a/265a2fc2ea80639c285d2dbb35156aa8.webp","https://icodrops.com/mona/","Private Stage","$14.6 M","$1.35 M","Social","Upcoming","","a_capital","ConsenSys","Placeholder","More Details","","",""
"Restake Finance","RSTK","https://icodrops.com/media/cache/ee/61/ee611abb7dc49022342bc6cef6ee8efc.webp","https://icodrops.com/restake-finance/","Private Stage","$3.23 M","$244.9 K","DeFi","Upcoming","","0xJeff","AlfaDAO","bizyugo","More Details","Ethereum","",""
"ScienceMagic.Studios","","https://icodrops.com/media/cache/35/ed/35ed23e7cc941f8441e0c4d69401a70f.webp","https://icodrops.com/sciencemagic-studios/","Private Stage","$10.3 M","—","Blockchain Service","Upcoming","","Brevan Howard","Coinbase Ventures","Digital Currency Group (DCG)","More Details","","",""
"Shil.me","","https://icodrops.com/media/cache/63/25/63254694e078a51b5f984de455c2ab34.webp","https://icodrops.com/shil-me/","Private Stage","$1.2 M","—","Blockchain Service","Upcoming","","Big Brain Holdings","Zee Prime Capital","DWeb3 Capital","More Details","","",""
"NVG8","NVG8","https://icodrops.com/media/cache/c1/ca/c1ca3b54b18723f9eb7a45e44b7d1972.webp","https://icodrops.com/nvg8/","Private Stage","$7.62 M","$83.4 K","Blockchain Service","Upcoming","","Alan Howard","Distributed Global","Kraken","More Details","","",""
"Bastion","BSTN","https://icodrops.com/media/cache/71/5b/715bd159bc7ce695c64c837c10c68f7a.webp","https://icodrops.com/bastion-2/","Private Stage","$39.6 M","—","Blockchain Service","Upcoming","","Andreessen Horowitz (a16z)","Coinbase Ventures","Hashed","More Details","Aurora","",""
"Range Protocol","","https://icodrops.com/media/cache/d8/7b/d87b8fe4c9d2e4cd459436c686def725.webp","https://icodrops.com/range-protocol/","Private Stage","$3.75 M","$868.6 K","DeFi","Upcoming","","HashKey Capital","Spark Digital Capital","Mirana Ventures","More Details","","",""
"Pop Social","PPT","https://icodrops.com/media/cache/26/eb/26ebc7f8fbb86b7dcd8525672f73fba3.webp","https://icodrops.com/pop-social/","Private Stage","$4 M","$103.86 K","Social","Upcoming","","Fundamental Labs","Ceras Ventures","ChainLink","More Details","","",""
"BitKeep","BKB","https://icodrops.com/media/cache/6a/39/6a39b69930db30ff3647f40d426d8110.webp","https://icodrops.com/bitkeep/","Private Stage","$45 M","$470.1 M","Wallet","Upcoming","","Dragonfly Capital","Bixin Ventures","DHVC","More Details","","",""
"Paper","","https://icodrops.com/media/cache/c9/2f/c92f8a0be36bfe5a4e4fbfbf351ebcb5.webp","https://icodrops.com/paper/","Private Stage","$9.3 M","$18.97 K","Blockchain Service","Upcoming","","Electric Capital","Alliance","Initialized Capital","More Details","","",""
"Co: Create","CO","https://icodrops.com/media/cache/2a/99/2a99fe69de5528fb28dae540c405b083.webp","https://icodrops.com/cocreate/","Private Stage","$25 M","—","Protocol","Upcoming","","Amy Wu","Packy McCormick","RTFKT","More Details","","",""
"GRVT","","https://icodrops.com/media/cache/94/26/9426249a22b7d7c3fb384722614c5127.webp","https://icodrops.com/grvt/","Private Stage","$33.3 M","—","DEX","Upcoming","","Delphi Digital (Delphi Labs)","500 Startups","CMS Holdings","More Details","","",""
"Truflation","","https://icodrops.com/media/cache/7e/5f/7e5f40837f8cce371f538e87650bc7bd.webp","https://icodrops.com/truflation/","Private Stage","$6.4 M","$3.25 M","Real World Assets P…","Upcoming","","Balaji Srinivasan","Fundamental Labs","C2Ventures (Csquared)","More Details","","",""
"D3","","https://icodrops.com/media/cache/9d/9c/9d9c39a77dc342686c8c789955d44621.webp","https://icodrops.com/d3/","Private Stage","$30 M","—","Blockchain Service","Upcoming","","Paradigm","Coinbase Ventures","C2Ventures (Csquared)","More Details","","",""
"Aperture Finance","APT","https://icodrops.com/media/cache/42/27/4227b10e1108a9cd1acb48baec48975e.webp","https://icodrops.com/aperture-finance/","Private Stage","$12 M","$28.19 K","DeFi","Upcoming","","Arrington Capital","Divergence Ventures","ParaFi Capital","More Details","","",""
"Drift Protocol","","https://icodrops.com/media/cache/40/37/40372657f0aacb47fb2afc6cb5b04ff4.webp","https://icodrops.com/drift-protocol/","Private Stage","$197.3 M","$12.3 M","Perpetual","Upcoming","","Blockchain Capital","Multicoin Capital","Polychain Capital","More Details","Solana","",""
"Prisma","","https://icodrops.com/media/cache/0a/79/0a7975d9ceaa1c10f573bc18455e6652.webp","https://icodrops.com/prisma/","Private Stage","—","$1.98 M","Liquid Staking Prot…","Upcoming","","0xMaki","OKX Ventures","Tetranode","More Details","","",""
"Fusionist","","https://icodrops.com/media/cache/e3/31/e331fc92282ed16ef7b5a49ae73192ba.webp","https://icodrops.com/fusionist/","Private Stage","$6.6 M","$10.84 M","Gaming","Upcoming","","YZi Labs (prev Binance Labs)","FunPlus","Ethereum","","","",""
"Sleepless AI","","https://icodrops.com/media/cache/03/ac/03acc8809490e27b82d2a24f0e385aa6.webp","https://icodrops.com/sleepless-ai/","Private Stage","—","$25.98 M","Gaming","Upcoming","","YZi Labs (prev Binance Labs)","Folius Ventures","","","","",""
